LECROYWS3054,16293,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,29-Jul-2023 14:47:41,0                 
Time,Ampl
2.10725e-007,0.0466667
2.10975e-007,0.04
2.11225e-007,0.03
2.11475e-007,0.03
2.11725e-007,0.0233333
2.11975e-007,0.02
2.12225e-007,0.0166667
2.12475e-007,0.02
2.12725e-007,0.0166667
2.12975e-007,0.0166667
2.13225e-007,0.0166667
2.13475e-007,0.0166667
2.13725e-007,0.0133333
2.13975e-007,0.0166667
2.14225e-007,0.03
2.14475e-007,0.05
2.14725e-007,0.0666667
2.14975e-007,0.0766667
2.15225e-007,0.07
2.15475e-007,0.0566667
2.15725e-007,0.0433333
2.15975e-007,0.0366667
2.16225e-007,0.03
2.16475e-007,0.0266667
2.16725e-007,0.02
2.16975e-007,0.02
2.17225e-007,0.0166667
2.17475e-007,0.02
2.17725e-007,0.0166667
2.17975e-007,0.02
2.18225e-007,0.02
2.18475e-007,0.0266667
2.18725e-007,0.0366667
2.18975e-007,0.05
2.19225e-007,0.0666667
2.19475e-007,0.0666667
2.19725e-007,0.0566667
2.19975e-007,0.05
2.20225e-007,0.0366667
2.20475e-007,0.0333333
2.20725e-007,0.0233333
2.20975e-007,0.0266667
2.21225e-007,0.02
2.21475e-007,0.02
2.21725e-007,0.0166667
2.21975e-007,0.0166667
2.22225e-007,0.0166667
2.22475e-007,0.0166667
2.22725e-007,0.0166667
2.22975e-007,0.0166667
2.23225e-007,0.0233333
2.23475e-007,0.04
2.23725e-007,0.0566667
2.23975e-007,0.07
2.24225e-007,0.0766667
2.24475e-007,0.0666667
2.24725e-007,0.0533333
2.24975e-007,0.0433333
2.25225e-007,0.0366667
2.25475e-007,0.03
2.25725e-007,0.02
2.25975e-007,0.02
2.26225e-007,0.02
2.26475e-007,0.02
2.26725e-007,0.0166667
2.26975e-007,0.0166667
2.27225e-007,0.02
2.27475e-007,0.0166667
2.27725e-007,0.0133333
2.27975e-007,0.0166667
2.28225e-007,0.02
2.28475e-007,0.03
2.28725e-007,0.0433333
2.28975e-007,0.05
2.29225e-007,0.0533333
2.29475e-007,0.0466667
2.29725e-007,0.0366667
2.29975e-007,0.0333333
2.30225e-007,0.0266667
2.30475e-007,0.0266667
2.30725e-007,0.02
2.30975e-007,0.02
2.31225e-007,0.0166667
2.31475e-007,0.02
2.31725e-007,0.0133333
2.31975e-007,0.0166667
2.32225e-007,0.0166667
2.32475e-007,0.0166667
2.32725e-007,0.0133333
2.32975e-007,0.02
2.33225e-007,0.0366667
2.33475e-007,0.05
2.33725e-007,0.0566667
2.33975e-007,0.06
2.34225e-007,0.0533333
2.34475e-007,0.0433333
2.34725e-007,0.0366667
2.34975e-007,0.03
2.35225e-007,0.0233333
2.35475e-007,0.0233333
2.35725e-007,0.0166667
2.35975e-007,0.0166667
2.36225e-007,0.0166667
2.36475e-007,0.0166667
2.36725e-007,0.0133333
2.36975e-007,0.0166667
2.37225e-007,0.0166667
2.37475e-007,0.0266667
2.37725e-007,0.0333333
2.37975e-007,0.05
2.38225e-007,0.0566667
2.38475e-007,0.0533333
2.38725e-007,0.0433333
2.38975e-007,0.0366667
2.39225e-007,0.03
2.39475e-007,0.0266667
2.39725e-007,0.02
2.39975e-007,0.02
2.40225e-007,0.0166667
2.40475e-007,0.0166667
2.40725e-007,0.0133333
2.40975e-007,0.0166667
2.41225e-007,0.0166667
2.41475e-007,0.0166667
2.41725e-007,0.0133333
2.41975e-007,0.0166667
2.42225e-007,0.0266667
2.42475e-007,0.0433333
